stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
F01138,"Dembinszky utca",47.508372,19.08378,,,2
F01139,"Dózsa György út",47.508007,19.08376,,,2
F01140,"Ajtósi Dürer sor",47.506519,19.086195,,,2
F01141,"Ajtósi Dürer sor",47.506261,19.086268,,,2
F01142,"Ajtósi Dürer sor",47.506288,19.08498,,,2
F01143,"Cserhát utca",47.503742,19.085961,,,2
F01144,"Thököly út",47.50435,19.08837,,,2
F01145,"Dózsa György út",47.504182,19.0892,,,2
F01146,"Dózsa György út",47.503703,19.088503,,,2
F01149,"Thököly út",47.503594,19.089379,,,2
F01150,"Dózsa György út",47.501804,19.090731,,,2
F01151,"Verseny utca",47.501903,19.090426,,,2
F01152,"Keleti pályaudvar M",47.501446,19.085156,,,2
F01154,"Keleti pályaudvar M",47.501662,19.084851,,,2
F01159,"Keleti pályaudvar M",47.500206,19.082593,,,2
F01161,"Huszár utca",47.499157,19.077755,,,2
F01162,"Berzsenyi utca",47.499193,19.078325,,,2
F01163,"Kiss József utca",47.497662,19.073991,,,2
F01164,"Blaha Lujza tér M",47.496889,19.070049,,,2
F01166,"Blaha Lujza tér M",47.497468,19.071555,,,2
F01167,"Blaha Lujza tér M",47.497468,19.070653,,,2
F01168,"Blaha Lujza tér M",47.496748,19.070666,,,2
F01169,"Blaha Lujza tér M",47.496227,19.070732,,,2
F01170,"Uránia",47.495553,19.065197,,,2
F01171,"Uránia",47.495625,19.065051,,,2
F01172,"Péterfy Sándor utca",47.5017,19.077736,,,2
F01173,"Szövetség utca",47.500292,19.072977,,,2
F01174,"Szentkirályi utca",47.488993,19.065773,,,2
F01175,"Szentkirályi utca",47.489154,19.066874,,,2
F01176,"Koszorú utca",47.489245,19.079647,,,2
F01177,"Koszorú utca",47.488974,19.081186,,,2
F01180,"Kőbányai út 21.",47.48896,19.095797,,,2
F01181,"Kőbányai út 21.",47.488933,19.095478,,,2
F01182,"Gumigyár",47.499709,19.095873,,,2
F01183,"Gumigyár",47.499484,19.096841,,,2
F01184,"Fiumei út",47.491931,19.088739,,,2
F01185,"Üllői út",47.487178,19.06826,,,2
F01186,"Orczy tér",47.489394,19.089998,,,2
F01187,"Orczy tér",47.489412,19.090555,,,2
F01188,"Corvin-negyed",47.485601,19.070363,0,008085,2
F01189,"Corvin-negyed",47.485061,19.071756,0,008085,2
F01190,"Corvin-negyed M",47.486491,19.07035,,,2
F01191,"Corvin-negyed M",47.485532,19.069905,,,2
F01192,"Corvin-negyed M",47.485397,19.07094,,,2
F01193,"Corvin-negyed M",47.485505,19.070926,,,2
F01194,"Corvin-negyed M",47.486135,19.070104,,,2
F01195,"Corvin-negyed M",47.485385,19.06962,,,2
F01196,"Harminckettesek tere",47.489972,19.070882,,,2
F01197,"Harminckettesek tere",47.48958,19.070636,,,2
F01198,"Harminckettesek tere",47.489999,19.070564,,,2
F01199,"Harminckettesek tere",47.490326,19.070809,,,2
F01200,"Rákóczi tér",47.49286,19.071136,,,2
F01201,"Rákóczi tér",47.492359,19.071022,,,2
F01202,"Rákóczi tér",47.492743,19.071268,,,2
F01203,"Rákóczi tér",47.492707,19.070936,,,2
F01204,"Harminckettesek tere",47.489508,19.07134,,,2
F01205,"Harminckettesek tere",47.489427,19.071631,,,2
F01207,"Horváth Mihály tér",47.48956,19.076688,,,2
F01208,"Horváth Mihály tér",47.489389,19.077404,,,2
F01209,"Mátyás tér",47.492321,19.078653,,,2
F01210,"Mátyás tér",47.491979,19.079078,,,2
F01211,"Szerdahelyi utca",47.492455,19.082701,,,2
F01212,"Karácsony Sándor utca",47.492284,19.083431,,,2
F01213,"Salgótarjáni utca",47.49221,19.087877,,,2
F01214,"Fiumei út",47.491896,19.088009,,,2
F01215,"Salgótarjáni utca",47.492867,19.087253,,,2
F01218,"Orczy tér",47.489205,19.092174,,,2
F01219,"Orczy tér",47.489808,19.090595,,,2
F01220,"Orczy tér",47.490249,19.090211,,,2
F01221,"Kálvária tér",47.489702,19.086057,,,2
F01222,"Kálvária tér",47.489486,19.086096,,,2
F01223,"Kálvária tér",47.488892,19.085154,,,2
F01224,"Kálvária tér",47.488847,19.085326,,,2
F01225,"Csobánc utca",47.488406,19.088219,,,2
F01226,"Golgota tér",47.486425,19.092888,,,2
F01227,"Golgota tér",47.48647,19.092543,,,2
F01228,"Golgota tér",47.485004,19.0929,,,2
F01229,"Golgota tér",47.485481,19.092888,,,2
F01232,"Klinikák",47.483144,19.077832,0,008084,2
F01233,"Klinikák",47.482613,19.079212,0,008084,2
F01234,"Klinikák M",47.482256,19.0802,,,2
F01235,"Klinikák M",47.482409,19.079457,,,2
F01236,"Elnök utca",47.481217,19.093441,,,2
F01237,"Elnök utca",47.481774,19.093428,,,2
F01240,"Bláthy Ottó utca",47.483577,19.09962,,,2
F01241,"Bláthy Ottó utca",47.483595,19.098997,,,2
F01245,"Nagyvárad tér M",47.47932,19.089738,,,2
F01246,"Nagyvárad tér M",47.479473,19.090216,,,2
F01247,"Nagyvárad tér M",47.479419,19.090375,,,2
F01248,"Nagyvárad tér M",47.478741,19.09058,,,2
F01249,"Nagyvárad tér M",47.478589,19.088457,,,2
F01250,"Arena Plaza",47.499675,19.089886,,,2
F01251,"Arena Plaza",47.49945,19.09128,,,2
F01252,"Nagyvárad tér",47.479011,19.089771,0,008083,2
F01253,"Nagyvárad tér",47.478372,19.091071,0,008083,2
F01256,"Népliget M",47.476354,19.099507,,,2
F01257,"Vajda Péter utca",47.481596,19.103161,,,2
F01258,"Könyves Kálmán körút",47.482415,19.103069,,,2
F01260,"Könyves Kálmán körút",47.482352,19.102618,,,2
F01262,"Vajda Péter utca",47.481632,19.103678,,,2
F01263,"Kőbányai út 31.",47.487617,19.103837,,,2
F01264,"Kőbányai út 31.",47.487598,19.104076,,,2
F01265,"Könyves Kálmán körút",47.486499,19.108149,,,2
F01266,"Könyves Kálmán körút",47.486328,19.108573,,,2
F01267,"Könyves Kálmán körút",47.486739,19.106975,,,2
F01268,"Kőbányai út",47.486173,19.10716,,,2
F01269,"Kőbányai út",47.485948,19.107544,,,2
F01270,"Könyves Kálmán körút",47.486235,19.108354,,,2
F01271,"Hidegkuti Nándor Stadion",47.490079,19.108259,,,2
F01272,"Hidegkuti Nándor Stadion",47.489689,19.108663,,,2
F01273,"Hidegkuti Nándor Stadion",47.491005,19.109215,,,2
F01274,"Hidegkuti Nándor Stadion",47.490186,19.109679,,,2
F01275,"Hidegkuti Nándor Stadion",47.491077,19.10899,,,2
F01276,"Ciprus utca",47.494,19.109245,,,2
F01277,"Ciprus utca",47.492831,19.108766,,,2
F01278,"Asztalos Sándor út",47.490081,19.105034,,,2
F01279,"Asztalos Sándor út",47.490026,19.105485,,,2
F01282,"Népliget",47.475383,19.099214,0,008082,2
F01283,"Népliget",47.474842,19.10058,0,008082,2
F01284,"Népliget M",47.47487,19.100169,,,2
F01285,"Népliget M",47.475377,19.099579,,,2
F01286,"Népliget M",47.47589,19.098863,,,2
F01289,"Kálvin tér",47.490172,19.060624,0,008129,2
F01290,"Kálvin tér",47.48947,19.062177,0,008129,2
F01291,"Blaha Lujza tér",47.496731,19.069113,0,008620,2
F01292,"Blaha Lujza tér",47.497105,19.07054,0,008620,2
F01293,"Blaha Lujza tér M",47.496584,19.070434,,,2
F01294,"Blaha Lujza tér M (Népszínház utca)",47.49617,19.071177,,,2
F01295,"Népszínház utca",47.495738,19.071017,,,2
F01296,"Blaha Lujza tér M (Népszínház utca)",47.496089,19.071535,,,2
F01297,"Blaha Lujza tér M (Népszínház utca)",47.496047,19.071342,,,2
F01298,"Blaha Lujza tér M (Népszínház utca)",47.495678,19.072723,,,2
F01300,"II. János Pál pápa tér",47.49484,19.076544,,,2
F01301,"II. János Pál pápa tér",47.494669,19.077606,,,2
F01302,"II.János Pál pápa tér",47.494147,19.077367,,,2
F01303,"II. János Pál pápa tér",47.494579,19.076863,,,2
F01309,"Dologház utca",47.496499,19.083149,,,2
F01310,"Dologház utca",47.496373,19.083387,,,2
F01311,"Keleti pályaudvar M (Festetics Gy. u.)",47.499336,19.082546,,,2
F01314,"Keleti pályaudvar M",47.500098,19.082487,,,2
F01316,"Puskás Ferenc Stadion M (Ifjúság útja)",47.499805,19.103717,,,2
F01317,"Puskás Ferenc Stadion M (Ifjúság útja)",47.500146,19.103545,,,2
F01319,"Puskás Ferenc Stadion M",47.500681,19.107879,,,2
F01320,"Puskás Ferenc Stadion M",47.500834,19.108318,,,2
F01321,"Puskás Ferenc Stadion M (Hungária körút)",47.500158,19.109511,,,2
F01322,"Puskás Ferenc Stadion M",47.500423,19.108151,,,2
F01323,"Puskás Ferenc Stadion M",47.5009,19.108125,,,2
F01324,"Puskás Ferenc Stadion",47.500206,19.105344,0,008618,2
F01325,"Puskás Ferenc Stadion",47.500277,19.106857,0,008618,2
F01326,"Hős utca",47.496857,19.109229,,,2
F01327,"Hős utca",47.496813,19.108764,,,2
F01328,"Hős utca",47.496276,19.109142,,,2
F01329,"Hős utca",47.495787,19.109055,,,2
F01330,"Teleki László tér",47.493616,19.081879,,,2
F01331,"Teleki László tér",47.493543,19.082834,,,2
F01332,"Diószeghy Sámuel utca",47.48726,19.088968,,,2
F01333,"Kőris utca",47.487155,19.089505,,,2
F01334,"Orczy út",47.488908,19.091298,,,2
F01335,"Keleti pályaudvar",47.499819,19.081465,0,008619,2
F01336,"Keleti pályaudvar",47.499702,19.082792,0,008619,2
F01337,"Czuczor utca",47.485,19.062401,,,2
F01339,"Ráday utca",47.485551,19.06595,,,2
F01340,"Közraktár utca",47.483905,19.06246,,,2
F01341,"Koppány utca",47.466172,19.081212,,,2
F01342,"Koppány utca",47.465966,19.081503,,,2
F01343,"Zsil utca",47.482925,19.062725,,,2
F01344,"Bakáts tér",47.483479,19.065864,,,2
F01345,"Lónyay utca",47.482436,19.064762,,,2
F01346,"Zsil utca",47.482979,19.062526,,,2
F01347,"Timót utca",47.447304,19.090754,0,008275,2
F01348,"Timót utca",47.448573,19.090145,0,008275,2
F01349,"Kén utca",47.457049,19.089137,,,2
F01350,"Kén utca",47.457301,19.089111,,,2
F01351,"Beöthy utca H",47.460343,19.082415,,,2
F01352,"Beöthy utca H",47.46037,19.082216,,,2
F01353,"Beöthy utca",47.46079,19.081679,0,008273,2
F01354,"Beöthy utca",47.460556,19.081958,0,008273,2
F01355,"Földváry utca",47.462773,19.080201,,,2
F01356,"Koppány utca",47.465382,19.078253,,,2
F01357,"FÉG",47.44903,19.093659,,,2
F01358,"FÉG",47.448337,19.094242,,,2
F01359,"Timót utca H",47.448608,19.090331,,,2
F01360,"Timót utca H",47.447394,19.09086,,,2
F01363,"Börzsöny utca",47.466966,19.112033,,,2
F01364,"Börzsöny utca",47.466777,19.112033,,,2
F01365,"Merényi Gusztáv Kórház",47.467925,19.101131,,,2
F01366,"Epreserdő utca",47.459701,19.111713,,,2
F01367,"Epreserdő utca",47.459737,19.111607,,,2
F01368,"Aranyvirág sétány",47.467714,19.109845,,,2
F01369,"Aranyvirág sétány",47.467579,19.109195,,,2
F01370,"Nagykőrösi út (Határ út)",47.454583,19.113073,,,2
F01371,"Nagykőrösi út (Határ út)",47.454294,19.114306,,,2
F01373,"Boráros tér H",47.480118,19.066108,,,2
F01374,"Boráros tér H",47.480361,19.066665,,,2
F01375,"Boráros tér H",47.480295,19.066062,,,2
F01376,"Boráros tér H",47.479611,19.067256,,,2
F01377,"Boráros tér",47.481464,19.06711,,,2
F01378,"Mester utca",47.482186,19.06851,,,2
F01379,"Mester utca (Ferenc körút)",47.481643,19.06865,,,2
F01380,"Mester utca",47.482753,19.068816,,,2
F01381,"Bokréta utca",47.479478,19.072198,,,2
F01382,"Bokréta utca",47.479109,19.072622,,,2
F01384,"Haller utca",47.474756,19.070033,,,2
F01386,"Haller utca",47.475593,19.069702,,,2
F01387,"Haller utca (Soroksári út)",47.474927,19.070391,,,2
F01388,"Haller utca (Soroksári út)",47.475098,19.07075,,,2
F01390,"Mester utca",47.476014,19.076349,,,2
F01391,"Mester utca",47.476059,19.0768,,,2
F01393,"Haller utca",47.475636,19.077781,,,2
F01394,"Haller utca",47.475906,19.077636,,,2
F01395,"Mester utca",47.476211,19.078538,,,2
F01396,"Millenniumi Kulturális Központ",47.470969,19.073242,,,1
F01397,"Millenniumi Kulturális Központ",47.471248,19.073043,,,1
F01398,"Vágóhíd utca",47.473414,19.079929,,,2
F01399,"Vágóhíd utca",47.473144,19.080301,,,2
F01400,"Török Pál utca",47.487815,19.061128,,,2
F01401,"Közvágóhíd H",47.467574,19.075887,,,2
F01403,"Közvágóhíd H",47.467925,19.075781,,,2
F01404,"Közvágóhíd H",47.467682,19.076497,,,2
F01405,"Közvágóhíd",47.466314,19.077213,0,008272,2
F01407,"Közvágóhíd H (Kvassay Jenő út)",47.466288,19.076138,,,2
F01408,"József Attila ltp., Távíró utca",47.460632,19.114891,,,2
F01411,"Helyi kikötő út",47.463143,19.072708,,,2
F01412,"Helyi kikötő út",47.463464,19.073086,,,2
F01413,"Magyar Aszfalt",47.459718,19.087873,,,2
F01414,"Magyar Aszfalt",47.459838,19.08768,,,2
F01415,"Kén utca",47.455068,19.086397,0,008274,2
F01416,"Kén utca",47.454744,19.086715,0,008274,2
F01417,"Kén utca H (Illatos út)",47.454837,19.087531,,,2
F01418,"Kén utca H",47.455089,19.086549,,,2
F01419,"Kén utca H",47.454384,19.087152,,,2
F01420,"Kén utca H (Illatos út)",47.454657,19.087955,,,2
F01421,"Illatos út",47.454674,19.090501,,,2
F01422,"Gubacsi út",47.454341,19.090143,,,2
F01423,"Gubacsi út",47.453888,19.091966,,,2
F01424,"Illatos út",47.453645,19.091263,,,2
F01425,"Külső Mester utca",47.454258,19.096256,,,2
F01426,"Külső Mester utca",47.454374,19.097437,,,2
F01427,"Timót utca",47.452083,19.091944,0,008874,2
F01428,"Timót utca",47.451831,19.092236,,,2
F01429,"Soroksári út 150. (Timót utca)",47.45146,19.088755,,,2
F01430,"Soroksári út 150. (Timót utca)",47.450885,19.088914,,,2
F01431,"Szabadkai út",47.444083,19.09286,,,2
F01432,"Szabadkai út",47.443291,19.093031,,,2
F01434,"Gubacsi út",47.444414,19.097235,,,2
F01435,"Gubacsi út",47.444531,19.097448,,,2
F01436,"Gubacsi út",47.444084,19.09699,,,2
F01437,"Gubacsi út",47.444282,19.096539,,,2
F01438,"Gubacsi út",47.44448,19.097746,,,2
F01439,"Gubacsi út",47.443572,19.096472,,,2
F01440,"Határ út",47.44213,19.0949,,,2
F01441,"Baross utca",47.441618,19.095112,,,2
F01442,"Ősz utca",47.446026,19.100227,,,2
F01443,"Ősz utca",47.446113,19.100194,,,2
F01444,"Jókai Mór utca",47.448956,19.104486,,,2
F01445,"Jókai Mór utca",47.448633,19.104141,,,2
F01446,"Jókai Mór utca (Határ út)",47.448596,19.10495,,,2
F01447,"Mártírok útja",47.451743,19.108653,,,2
F01448,"Mártírok útja",47.451886,19.108998,,,2
F01449,"Mártírok útja",47.450866,19.110635,,,2
F01450,"Határ út",47.451811,19.109482,,,2
F01451,"Nagykőrösi út (Határ út)",47.455445,19.114639,,,2
F01452,"Nagykőrösi út",47.455419,19.114068,,,2
F01453,"Nagykőrösi út (Határ út)",47.455716,19.113671,,,2
F01454,"Nagykőrösi út",47.455544,19.114413,,,2
F01455,"Mészáros Lőrinc utca",47.459675,19.120844,,,2
F01456,"Mészáros Lőrinc utca",47.459289,19.120075,,,2
F01457,"Mészáros Lőrinc utca",47.459561,19.120267,,,2
F01458,"Mészáros Lőrinc utca",47.459756,19.12038,,,2
F01459,"Határ út M",47.46452,19.12625,,,2
F01460,"Határ út M",47.464838,19.125965,,,2
F01461,"Határ út M",47.465054,19.126164,,,2
F01463,"Kőér utcai uszoda",47.466493,19.126219,,,2
F01464,"Kőér utcai uszoda",47.466564,19.126432,,,2
F01465,"Pöttyös utca M",47.468774,19.117441,,,2
F01466,"Pöttyös utca M",47.468765,19.116791,,,2
F01467,"Friss utca",47.463437,19.117892,,,2
F01468,"Pöttyös utca",47.464994,19.11605,,,2
F01469,"Napfény utca",47.4654,19.114326,,,2
F01470,"Lobogó utca",47.462107,19.114892,,,2
F01471,"Lobogó utca",47.461711,19.115515,,,2
F01474,"Táblás utca",47.455325,19.103286,,,2
F01475,"Táblás utca",47.455504,19.104971,,,2
F01476,"Aszódi utca",47.463671,19.100808,,,2
F01477,"Zombori utca",47.468168,19.101011,,,2
F01478,"Füleki utca",47.466296,19.102243,,,2
F01479,"Gyáli út",47.464803,19.103913,,,2
F01481,"Ecseri út",47.468488,19.108095,,,2
F01482,"Közterületfenntartó Zrt.",47.46777,19.106503,,,2
F01483,"Epreserdő utca",47.468462,19.107286,,,2
F01484,"Közterületfenntartó Zrt.",47.467808,19.107663,,,2
F01485,"Közterületfenntartó Zrt.",47.468177,19.107624,,,2
F01486,"Ecseri út",47.468083,19.108281,,,2
F01487,"Ifjúmunkás utca",47.468172,19.111027,,,2
F01488,"Ifjúmunkás utca",47.468433,19.110921,,,2
F01489,"Ecseri út M",47.470421,19.110976,,,2
F01490,"Ecseri út M",47.470511,19.110751,,,2
F01491,"Ecseri út M",47.471063,19.109126,,,2
F01492,"Péceli utca",47.469509,19.099381,,,2
F01493,"Ecseri út",47.471348,19.110142,0,008078,2
F01494,"Ecseri út",47.470744,19.111321,0,008078,2
F01495,"Ecseri út M",47.471213,19.109319,,,2
F01496,"Ecseri út M",47.47108,19.111328,,,2
F01497,"Ecseri út M",47.470882,19.111116,,,2
F01498,"Gyáli út",47.472428,19.095596,,,2
F01499,"Gyáli út",47.472734,19.096167,,,2
F01500,"Gyáli út",47.473567,19.096572,,,2
F01501,"Gyáli út",47.473558,19.097024,,,2
F01502,"Ferencváros vasútállomás",47.470263,19.089253,,,2
F01503,"Ferencváros vasútállomás",47.470191,19.088497,,,2
F01504,"Ferencváros vasútállomás",47.470718,19.090136,,,2
F01505,"Ferencváros vasútállomás",47.470062,19.088676,,,2
F01506,"Könyves Kálmán körút",47.469797,19.082991,,,2
F01507,"Könyves Kálmán körút",47.470202,19.082766,,,2
F01508,"Mester utca",47.46991,19.084405,,,2
F01509,"Mester utca",47.46973,19.085041,,,2
F01511,"Balázs Béla utca",47.476948,19.082625,,,2
F01512,"Balázs Béla utca",47.476795,19.081921,,,2
F01513,"Balázs Béla utca",47.476702,19.081703,,,2
F01514,"Boráros tér H",47.479953,19.067495,,,2
F01515,"Boráros tér H",47.479593,19.067932,,,2
F01516,"Boráros tér H (Közraktár utca)",47.481212,19.065292,,,2
F01517,"Boráros tér H",47.480556,19.065491,,,2
F01518,"Boráros tér H",47.480199,19.065896,,,2
F01519,"Boráros tér H",47.479749,19.06624,,,2
F01520,"Boráros tér",47.479179,19.066433,0,008413,2
F01525,"Csengettyű utca",47.463516,19.109529,,,2
F01526,"Csengettyű utca",47.463462,19.109648,,,2
F01527,"Közvágóhíd H",47.468933,19.073752,,,2
F01528,"Közvágóhíd H",47.468636,19.073845,,,2
F01530,"Népliget M",47.475754,19.099738,,,2
F01531,"Balkán utca",47.474028,19.116041,,,2
F01532,"Balkán utca",47.473803,19.115802,,,2
F01533,"Sporttelep",47.47882,19.113507,,,2
F01534,"Sporttelep",47.47895,19.112757,,,2
F01535,"Fertő utca",47.476056,19.119142,,,2
F01536,"Bihari utca",47.476239,19.118459,,,2
F01537,"Bihari utca",47.475258,19.120023,,,2
F01538,"Fertő utca",47.475798,19.11887,,,2
F01539,"Basa utca",47.47063,19.126477,,,2
F01540,"Kőér utca",47.470321,19.126762,,,2
F01541,"Határ út",47.465789,19.124965,0,008076,2
F01542,"Határ út",47.465357,19.125853,0,008076,2
F01543,"Kőbánya-Kispest",47.464099,19.147259,0,008075,2
F01544,"Kőbánya-Kispest",47.463486,19.148837,0,008075,2
F01545,"Felsőcsatári út",47.457367,19.17779,,,2
F01546,"Hangár utca",47.461781,19.166852,,,2
F01547,"Gyömrői út 105.",47.463142,19.163526,,,2
F01548,"Gyömrői út 132.",47.463654,19.161982,,,2
F01549,"Hangár utca",47.463583,19.177912,,,2
F01550,"Árpád utca",47.464014,19.178125,,,2
F01551,"Álmos utca",47.467639,19.178598,,,2
F01552,"Álmos utca",47.467009,19.178769,,,2
F01553,"Bogáncsvirág utca",47.483604,19.196252,,,2
F01554,"Csillagvirág utca",47.483514,19.196305,,,2
F01555,"Kőbánya felső vasútállomás",47.492542,19.13363,,,2
F01556,"IV. kapu",47.492041,19.130524,,,2
F01557,"II. kapu",47.491596,19.123808,,,2
F01558,"Vásárközpont, főbejárat",47.4931,19.121036,,,2
F01559,"Pongrácz úti lakótelep",47.490806,19.120887,,,2
F01560,"Pongrácz úti lakótelep",47.490368,19.121384,,,2
F01561,"Őrház",47.48944,19.124514,,,2
F01562,"Őrház",47.489475,19.124966,,,2
F01563,"Egészségház",47.484102,19.116625,,,2
F01564,"Egészségház",47.483723,19.11754,,,2
F01565,"Egészségház",47.48402,19.117315,,,2
F01566,"Egészségház",47.484011,19.117182,,,2
F01567,"Mázsa utca",47.483135,19.123391,,,2
F01568,"Mázsa utca",47.483081,19.123285,,,2
F01569,"Kőbánya alsó vasútállomás",47.483385,19.12647,,,2
F01570,"Kőbánya alsó vasútállomás",47.483475,19.126257,,,2
F01571,"Kőbánya alsó vasútállomás (Mázsa tér)",47.482879,19.125786,,,2
F01572,"Kőbánya alsó vasútállomás (Mázsa tér)",47.482609,19.126077,,,2
F01573,"Kőbánya alsó vasútállomás (Mázsa tér)",47.481756,19.126985,,,2
F01574,"Kőbánya alsó vasútállomás (Mázsa tér)",47.481675,19.127024,,,2
F01575,"Szállás utca",47.478674,19.123424,,,2
F01576,"Szállás utca",47.478889,19.123876,,,2
F01577,"Kőér utca",47.473805,19.135139,,,2
F01578,"Kőér utca",47.473733,19.135046,,,2
F01579,"Gyömrői út",47.471608,19.141854,,,2
F01580,"Kada utca",47.471698,19.142186,,,2
F01581,"Diósgyőri utca",47.470443,19.143835,,,2
F01582,"Diósgyőri utca",47.470569,19.143783,,,2
F01583,"Felüljáró",47.465159,19.152375,,,2
F01584,"Felüljáró (Gyömrői út)",47.465401,19.1528,,,2
F01585,"Újhegyi út",47.465457,19.157542,,,2
F01586,"Újhegyi út",47.464799,19.158986,,,2
F01587,"Hangár utca",47.462501,19.165819,,,2
F01588,"Újhegyi út, Sportliget",47.468108,19.168664,,,2
F01589,"Újhegyi út, Sportliget",47.468305,19.169341,,,2
F01590,"Dolomit utca",47.469565,19.169158,,,2
F01591,"Maglódi út",47.470307,19.173285,,,2
F01592,"Maglódi út",47.470543,19.174115,,,2
F01593,"Új köztemető",47.472523,19.178358,,,2
F01594,"Új köztemető",47.473283,19.177451,,,2
F01595,"Új köztemető",47.473192,19.178127,,,2
F01596,"Új köztemető",47.47339,19.177863,,,2
F01597,"Új köztemető",47.473037,19.17698,,,2
F01600,"Gránátos utca",47.481276,19.177504,,,2
F01601,"Gránátos utca",47.481729,19.177684,,,2
F01602,"Kozma utca",47.487508,19.179019,,,2
F01603,"Kozma utca",47.486851,19.179322,,,2
F01604,"Athenaeum Nyomda",47.48711,19.180756,,,2
F01605,"Kossuth Nyomda",47.486574,19.187502,,,2
F01606,"Kossuth Nyomda",47.486549,19.186626,,,2
F01608,"Tarkarét utca",47.485895,19.191853,,,2
F01609,"Túzok utca",47.487027,19.192718,,,2
F01610,"Túzok utca",47.4869,19.193249,,,2
F01611,"Keresztúri út 102.",47.490913,19.168536,,,2
F01612,"Keresztúri út 102.",47.490697,19.169212,,,2
F01613,"Rákos vasútállomás",47.488281,19.174157,,,2
F01614,"Rákos vasútállomás",47.488297,19.1735,,,2
F01615,"Maglódi út",47.490479,19.1491,,,2
F01616,"Maglódi út",47.49032,19.14969,,,2
F01617,"Jászberényi út",47.490023,19.149079,,,2
F01618,"Jászberényi út",47.490267,19.148655,,,2
F01619,"Sörgyár",47.491787,19.144683,,,2
F01620,"Sörgyár",47.491934,19.144358,,,2
F01621,"Sörgyár",47.491276,19.146016,,,2
F01622,"Sörgyár",47.492364,19.142919,,,2
F01623,"Élessarok",47.491067,19.138119,,,2
F01624,"Élessarok",47.491489,19.138731,,,2
F01625,"Élessarok",47.491804,19.138293,,,2
F01626,"Élessarok",47.491822,19.138625,,,2
F01627,"Élessarok",47.491175,19.138,,,2
F01628,"Élessarok",47.491938,19.140178,,,2
F01629,"Harmat utca",47.489683,19.13683,,,2
F01630,"Kőrösi Csoma Sándor út",47.488798,19.137525,,,2
F01631,"Harmat utca",47.488402,19.137963,,,2
F01632,"Halom utca",47.48779,19.129502,,,2
F01635,"Kőbánya alsó vasútállomás",47.483426,19.128095,,,2
F01636,"Kőbánya alsó vasútállomás",47.483723,19.127883,,,2
F01637,"Hízlaló tér",47.472494,19.123906,,,2
F01638,"Hízlaló tér",47.472662,19.123542,,,2
F01639,"Liget tér",47.481743,19.128809,,,2
F01640,"Vaspálya utca",47.481833,19.128438,,,2
F01641,"Liget tér",47.482779,19.13037,,,2
F01642,"Liget tér",47.483121,19.131219,,,2
F01644,"Liget tér",47.481988,19.130674,,,2
F01645,"Kőbánya alsó vasútállomás",47.482457,19.128737,,,2
F01646,"Kőbánya alsó vasútállomás",47.482357,19.12944,,,2
F01647,"Liget tér",47.482222,19.130541,,,2
F01648,"Szent László tér",47.484848,19.131342,,,2
F01649,"Szent László tér",47.485081,19.131554,,,2
F01650,"Szent László tér",47.485279,19.131727,,,2
F01651,"Szent László tér",47.484934,19.131747,,,2
F01652,"Szent László tér",47.4859,19.130733,,,2
F01653,"Szent László tér",47.485963,19.131158,,,2
F01654,"Szent László tér",47.487461,19.132852,,,2
F01655,"Kápolna utca",47.481625,19.135118,,,2
F01658,"Gyula utca",47.460986,19.170272,,,2
F01659,"Ihász utca",47.479538,19.135314,,,2
F01660,"Ihász utca",47.479358,19.135393,,,2
F01661,"Kápolna tér",47.481381,19.135728,,,2
F01662,"Kápolna tér",47.481189,19.136517,,,2
F01664,"Kőér utca",47.477151,19.139038,,,2
F01665,"Kőér utca",47.477608,19.138064,,,2
F01666,"Kőér utca",47.480079,19.140854,,,2
F01667,"Kőér utca",47.479503,19.141663,,,2
F01668,"Ihász utca",47.485889,19.142112,,,2
F01669,"Ihász utca",47.484322,19.143821,,,2
F01670,"Csősztorony",47.48371,19.14504,,,2
F01671,"Csősztorony",47.482899,19.145981,,,2
F01672,"Téglavető utca",47.483664,19.149067,,,1
F01673,"Gitár utca",47.487025,19.153041,,,2
F01674,"Gitár utca",47.487061,19.152895,,,2
F01675,"Gitár utca",47.487736,19.151729,,,2
F01676,"Kada utca",47.482873,19.158407,,,2
F01677,"Kada utca",47.482538,19.158095,,,2
F01678,"Maglódi út",47.48234,19.158015,,,2
F01679,"Kada utca",47.482711,19.158738,,,2
F01681,"Mádi utca",47.479286,19.153365,,,2
F01682,"Mádi utca",47.479537,19.153896,,,2
F01683,"Kada utca",47.479392,19.154798,,,2
F01684,"Harmat utca",47.477983,19.151451,,,2
F01685,"Kada utca",47.477842,19.152267,,,2
F01686,"Szlávy utca",47.477756,19.144247,,,2
F01687,"Szlávy utca",47.477683,19.144512,,,2
F01688,"Óhegy utca",47.47589,19.148064,,,2
F01689,"Kada utca",47.475774,19.147639,,,2
F01690,"Kada utca",47.473909,19.144405,,,2
F01691,"Gergely utca",47.473405,19.144524,,,2
F01692,"Noszlopy utca",47.47187,19.148362,,,2
F01693,"Gergely utca (Sibrik Miklós út)",47.468628,19.155897,,,2
F01694,"Gergely utca (Sibrik Miklós út)",47.467846,19.154847,,,2
F01695,"Mélytó utca",47.467862,19.163423,,,2
F01696,"Mélytó utca",47.468565,19.164837,,,2
F01697,"Szövőszék utca",47.471905,19.159253,,,2
